system:index,B11,B12,B2,B3,B4,B8,EVI,NDVI,NDWI,SAVI,date,lat,lon,.geo
20231118T054111_20231118T054109_T43REQ_1_11_0,3202,2751,1625,1876,1960,3718,1.3352574813914628,0.30961606,-0.32928136,0.4643831997886766,2023-11-18,30.97086151232952,75.51180326389321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.51180326389321,30.97086151232952]}"
20231118T054111_20231118T054109_T43REQ_1_18_0,2840,2358,1703,1922,1966,3055,1.3092089444578023,0.21688907,-0.22764717,0.3253012048192771,2023-11-18,31.61811955504992,75.56107084538891,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.56107084538891,31.61811955504992]}"
20231118T054111_20231118T054109_T43REQ_1_23_0,3025,2738,1493,1730,1845,3069,1.0399320305862363,0.24908425,-0.27901646,0.37358836097263204,2023-11-18,30.762801286933712,75.9798463072866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.9798463072866,30.762801286933712]}"
20231118T054111_20231118T054109_T43REQ_1_25_0,3611,3379,1893,2178,2410,2939,0.4129586260733802,0.09889699,-0.14871995,0.1483316197775493,2023-11-18,31.139802583357216,75.71390613060048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.71390613060048,31.139802583357216]}"
20231118T054111_20231118T054109_T43REQ_1_28_0,3268,3092,1460,1712,1853,2090,0.26228419654714474,0.06010652,-0.09942136,0.0901483453784709,2023-11-18,30.68813046969427,75.18882715708921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.18882715708921,30.68813046969427]}"
20231118T054111_20231118T054109_T43REQ_1_31_0,2559,2241,1434,1602,1544,3216,2.421784472769409,0.3512605,-0.33499378,0.5268354164478521,2023-11-18,30.906142255020168,75.65680950711797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.65680950711797,30.906142255020168]}"
20231118T054111_20231118T054109_T43REQ_1_32_0,3382,3169,1982,2246,2420,2884,0.45669291338582674,0.08748115,-0.12436647,0.1312093505514186,2023-11-18,30.975070541418855,75.94849930333825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.94849930333825,30.975070541418855]}"
20231118T054111_20231118T054109_T43REQ_1_33_0,3029,2620,1898,2076,2272,2754,0.5599442379182156,0.09590131,-0.14037266,0.14383766039988063,2023-11-18,31.463235195596926,75.53340931846465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.53340931846465,31.463235195596926]}"
20231118T054111_20231118T054109_T43REQ_1_36_0,2643,1980,1214,1417,1425,2960,1.594970906068163,0.350057,-0.35252455,0.5250256527191882,2023-11-18,31.58866234173577,75.96214429686754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.96214429686754,31.58866234173577]}"
20231118T054111_20231118T054109_T43REQ_1_39_0,3072,2194,1421,1706,1502,4416,2.6285405015334655,0.4923961,-0.4426658,0.7385317225648391,2023-11-18,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20231118T054111_20231118T054109_T43RFP_1_15_0,3053,2653,1544,1833,1800,3156,1.4261674379469922,0.27360776,-0.2651834,0.4103702209220216,2023-11-18,30.626527212308442,76.20821750089146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.20821750089146,30.626527212308442]}"
20231118T054111_20231118T054109_T43RFP_1_19_0,3183,3054,1557,1797,1900,2422,0.6082498252155675,0.12077742,-0.14813937,0.18114517061885482,2023-11-18,30.38711456184649,76.39291045940162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.39291045940162,30.38711456184649]}"
20231118T054111_20231118T054109_T43RFP_1_39_0,3081,2186,1293,1612,1395,4532,2.4465761971611295,0.5292728,-0.4752604,0.793842260649515,2023-11-18,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20231118T054111_20231118T054109_T43RFQ_1_27_0,3259,3082,1666,1944,2140,2650,0.42556742323097463,0.106471814,-0.15367872,0.15969105521344326,2023-11-18,31.20556457734315,76.43005937775438,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.43005937775438,31.20556457734315]}"
20231118T054111_20231118T054109_T43RFQ_1_30_0,2841,2419,1598,1834,1782,3230,1.8679050567595459,0.28890663,-0.2756714,0.4333167082294264,2023-11-18,30.906918789572572,76.27712323447857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.27712323447857,30.906918789572572]}"
20231118T054111_20231118T054109_T43RFQ_1_35_0,3350,3113,1734,1978,2138,3030,0.7813594954449894,0.17260061,-0.2100639,0.2588758827512818,2023-11-18,30.773604240129966,76.53198145303423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.53198145303423,30.773604240129966]}"
20231118T054111_20231118T054109_T43RFQ_1_39_0,3059,2193,1513,1758,1550,4340,3.0412034009156312,0.47368422,-0.4234175,0.7104660045836516,2023-11-18,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20231120T044101_20231120T044059_T45RWJ_2_3_0,3932,2850,1389,1766,1639,3260,1.5135387488328664,0.33088386,-0.29725426,0.4962751301153179,2023-11-20,26.205176723839898,87.64226357976696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.64226357976696,26.205176723839898]}"
20231120T044101_20231120T044059_T45RWK_2_3_0,3856,2830,1634,1918,1804,3250,1.986263736263736,0.28611,-0.25773993,0.429122564051835,2023-11-20,26.205176723839898,87.64226357976696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.64226357976696,26.205176723839898]}"
20231120T044101_20231120T044059_T45RXK_2_42_0,2959,2029,1340,1620,1384,3917,2.9155156537753224,0.47783437,-0.4148456,0.7166839573705556,2023-11-20,26.35347083182029,88.18795597236347,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.18795597236347,26.35347083182029]}"
20231120T053109_20231120T053112_T43REP_1_37_0,2610,2465,1932,1978,1942,2472,-3.6301369863013697,0.1200725,-0.11101124,0.1800883452259599,2023-11-20,30.5650397935388,75.95230628470503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95230628470503,30.5650397935388]}"
20231120T053109_20231120T053112_T43REP_1_39_0,3443,2437,1602,1902,1697,4904,2.60986328125,0.4858355,-0.4410814,0.7286980231765507,2023-11-20,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20231120T053109_20231120T053112_T43REQ_1_23_0,3286,2899,1908,2074,2074,3510,2.182370820668693,0.25716332,-0.25716332,0.3857104485629868,2023-11-20,30.762801286933712,75.9798463072866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.9798463072866,30.762801286933712]}"
20231120T053109_20231120T053112_T43REQ_1_39_0,3399,2442,1832,2058,1852,4672,3.4474327628361854,0.43225014,-0.3884101,0.6483255421871408,2023-11-20,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20231120T053109_20231120T053112_T43RFP_1_15_0,2869,2367,2248,2308,2094,3414,-3.745743473325766,0.23965141,-0.19328906,0.35944449487156216,2023-11-20,30.626527212308442,76.20821750089146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.20821750089146,30.626527212308442]}"
20231120T053109_20231120T053112_T43RFP_1_19_0,3296,3247,2256,2328,2292,2752,-2.7710843373493974,0.09119746,-0.08346457,0.1367826345524829,2023-11-20,30.38711456184649,76.39291045940162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.39291045940162,30.38711456184649]}"
20231120T053109_20231120T053112_T43RFP_1_39_0,3354,2437,2034,2182,1969,4460,6.105392156862745,0.38746306,-0.34296897,0.5811493895326231,2023-11-20,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20231120T053109_20231120T053112_T43RFQ_1_27_0,3408,3332,2042,2238,2318,2842,0.9122562674094707,0.101550385,-0.11889764,0.15231082259470982,2023-11-20,31.20556457734315,76.43005937775438,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.43005937775438,31.20556457734315]}"
20231120T053109_20231120T053112_T43RFQ_1_30_0,2971,2469,1988,2078,1988,3888,5.23704520396913,0.3233492,-0.30338585,0.48498255764485665,2023-11-20,30.906918789572572,76.27712323447857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.27712323447857,30.906918789572572]}"
20231120T053109_20231120T053112_T43RFQ_1_35_0,3577,3343,2062,2258,2354,3210,1.144385026737968,0.15384616,-0.17410387,0.23074849492317367,2023-11-20,30.773604240129966,76.53198145303423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.53198145303423,30.773604240129966]}"
20231120T053109_20231120T053112_T43RFQ_1_39_0,3315,2442,2184,2278,2072,4252,17.868852459016395,0.34471855,-0.3022971,0.5170369199146178,2023-11-20,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20231121T050109_20231121T051028_T44RQN_2_4_0,3499,2755,2438,2456,2466,3542,49.81481481481482,0.17909454,-0.18106036,0.2686194557709911,2023-11-21,25.073618564209035,83.80439777327292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.80439777327292,25.073618564209035]}"
20231121T050109_20231121T051028_T44RQN_2_13_0,3218,2394,2384,2460,2524,3472,3.2157394843962006,0.1581054,-0.17060013,0.2371383306929042,2023-11-21,25.22107078562445,83.486930576345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.486930576345,25.22107078562445]}"
20231121T050109_20231121T051028_T44RQN_2_14_0,3712,3055,1944,2020,2162,3454,1.748781808337845,0.23005699,-0.26196566,0.345054749399092,2023-11-21,24.574161676413254,83.63250147234471,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.63250147234471,24.574161676413254]}"
20231121T050109_20231121T051028_T44RQN_2_22_0,3598,2245,2852,2846,2548,5508,-12.478920741989883,0.367428,-0.31864974,0.5511078011543474,2023-11-21,24.66447999279747,83.91239208469253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.91239208469253,24.66447999279747]}"
20231121T050109_20231121T051028_T44RQP_2_13_0,3214,2392,2218,2372,2464,3504,1.5719467956469166,0.17426273,-0.19264805,0.26137220407137474,2023-11-21,25.22107078562445,83.486930576345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.486930576345,25.22107078562445]}"
20231121T050109_20231121T051028_T44RRN_2_2_0,2769,2085,2508,2512,2458,3558,-5.467196819085487,0.18284574,-0.1723229,0.27424582398404385,2023-11-21,25.110392004683597,84.74849862252218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74849862252218,25.110392004683597]}"
20231121T050109_20231121T051028_T44RRN_2_19_0,2769,2043,2518,2520,2448,3798,-8.479899497487438,0.21613833,-0.2022792,0.32418154166333146,2023-11-21,25.042613892193966,84.63446371941521,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63446371941521,25.042613892193966]}"
20231121T050109_20231121T051028_T44RRN_2_30_0,3092,2381,2552,2562,2488,3696,-5.864077669902913,0.19534282,-0.18120806,0.2929905408682998,2023-11-21,24.929606131476618,84.63796351056507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63796351056507,24.929606131476618]}"
20231121T050109_20231121T051028_T44RRN_2_41_0,2834,2146,2418,2478,2382,3630,-14.716981132075471,0.20758483,-0.18860511,0.31135135135135134,2023-11-21,24.983665833006306,84.2012122731366,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.2012122731366,24.983665833006306]}"
20231121T050109_20231121T051028_T44RRN_2_43_0,4157,3330,2706,2768,2904,3962,2.422161172161172,0.15409262,-0.17741457,0.23112211461443238,2023-11-21,24.82698288339234,84.90503285047747,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.90503285047747,24.82698288339234]}"
20231121T050109_20231121T051028_T44RRN_2_45_0,2597,1835,1856,1964,1770,3642,13.644314868804665,0.345898,-0.29932216,0.5187990762124711,2023-11-21,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}"
20231121T050109_20231121T051028_T44RRN_2_48_0,2963,2253,2572,2600,2540,3818,-13.831168831168831,0.2010066,-0.18977875,0.30148619957537154,2023-11-21,24.976795211066857,84.62985290020244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.62985290020244,24.976795211066857]}"
20231121T050109_20231121T051028_T44RRP_2_5_0,3742,3037,2404,2604,2688,3754,1.4382083108472745,0.16547656,-0.18087448,0.24819557625145516,2023-11-21,25.455102836226555,84.09384306269588,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.09384306269588,25.455102836226555]}"
20231121T050109_20231121T051028_T44RRP_2_10_0,2859,2112,2282,2306,2176,3416,-4.8286604361370715,0.22174536,-0.19398811,0.332588287885561,2023-11-21,25.89964766774224,85.00849408045715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00849408045715,25.89964766774224]}"
20231121T050109_20231121T051028_T44RRP_2_17_0,3361,2770,2132,2328,2252,3554,3.0222841225626738,0.22425078,-0.20843251,0.33634719710669075,2023-11-21,26.138658172269054,84.78577141669328,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.78577141669328,26.138658172269054]}"
20231121T050109_20231121T051028_T44RRP_2_20_0,4684,3897,2496,2660,2940,3938,0.8726827562084645,0.14510033,-0.19369505,0.21763465871919752,2023-11-21,25.54799896388803,84.48822074789439,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.48822074789439,25.54799896388803]}"
20231121T050109_20231121T051028_T44RRP_2_23_0,3695,3194,2006,2162,2212,3400,1.8243243243243243,0.21168923,-0.2225818,0.3175055679287305,2023-11-21,26.11343125960159,84.7883532579798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.7883532579798,26.11343125960159]}"
20231121T050109_20231121T051028_T44RRP_2_40_0,3886,3348,2090,2276,2380,3382,1.2600603621730384,0.17389795,-0.19547543,0.260824295010846,2023-11-21,25.99840870446236,84.81758021542801,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.81758021542801,25.99840870446236]}"
20231121T050109_20231121T051028_T44RRP_2_44_0,2699,2035,2292,2358,2330,3658,7.394209354120267,0.22177689,-0.21609043,0.3326375553143525,2023-11-21,25.448180472305893,84.53212680687135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.53212680687135,25.448180472305893]}"
20231121T050109_20231121T051028_T45RTH_2_2_0,2761,2098,2476,2484,2416,3520,-4.990958408679927,0.18598382,-0.17255163,0.27895224458856227,2023-11-21,25.110392977465306,84.74857373563094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74857373563094,25.110392977465306]}"
20231121T050109_20231121T051028_T45RTH_2_19_0,2750,2026,2518,2518,2438,3846,-8.585365853658537,0.2240611,-0.20867379,0.3360649216325881,2023-11-21,25.042635625377436,84.63448305540332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63448305540332,25.042635625377436]}"
20231121T050109_20231121T051028_T45RTH_2_30_0,3147,2415,2542,2580,2498,3680,-7.462121212121212,0.19132406,-0.17571884,0.2869628550619082,2023-11-21,24.929593007845224,84.6379330931922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6379330931922,24.929593007845224]}"
20231121T050109_20231121T051028_T45RTH_2_41_0,2832,2145,2414,2478,2382,3626,-16.720430107526884,0.20705725,-0.1880734,0.3105600399434135,2023-11-21,24.98366405532328,84.20121193056889,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.20121193056889,24.98366405532328]}"
20231121T050109_20231121T051028_T45RTH_2_43_0,4413,3501,2696,2758,2858,3908,3.1362007168458783,0.1551877,-0.17251725,0.23276435380181776,2023-11-21,24.82697615906361,84.90506623201334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.90506623201334,24.82697615906361]}"
20231121T050109_20231121T051028_T45RTH_2_45_0,2603,1830,1881,1948,1746,3664,143.13432835820896,0.35452867,-0.30577335,0.5317438314388688,2023-11-21,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}"
20231121T050109_20231121T051028_T45RTH_2_48_0,3016,2287,2542,2586,2560,3746,70.59523809523809,0.18807484,-0.18319646,0.2820899072385634,2023-11-21,24.976852680933213,84.62990100252732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.62990100252732,24.976852680933213]}"
20231121T050109_20231121T051028_T45RTJ_2_5_0,3720,3010,2348,2418,2536,3590,2.2013366750208854,0.17205355,-0.19507323,0.2580592507957235,2023-11-21,25.45515048100588,84.09378797380577,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.09378797380577,25.45515048100588]}"
20231121T050109_20231121T051028_T45RTJ_2_10_0,2896,2175,2302,2322,2208,3424,-5.135135135135135,0.2159091,-0.19178559,0.32383488681757655,2023-11-21,25.899644975167085,85.00853719003544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00853719003544,25.899644975167085]}"
20231121T050109_20231121T051028_T45RTJ_2_17_0,3410,2820,2124,2340,2248,3564,2.929652715939448,0.22642808,-0.20731707,0.33961290322580645,2023-11-21,26.13866287378065,84.78580128968889,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.78580128968889,26.13866287378065]}"
20231121T050109_20231121T051028_T45RTJ_2_20_0,4771,3924,2496,2642,2928,3922,0.8967881631180079,0.14510949,-0.19500305,0.21764834683599737,2023-11-21,25.547991237923714,84.48825352106263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.48825352106263,25.547991237923714]}"
20231121T050109_20231121T051028_T45RTJ_2_23_0,3542,3015,1997,2146,2200,3386,1.8421870146008077,0.2123165,-0.2241504,0.318446254363197,2023-11-21,26.113430884577557,84.78837656233179,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.78837656233179,26.113430884577557]}"
20231121T050109_20231121T051028_T45RTJ_2_40_0,3885,3327,2092,2286,2398,3332,1.1496799606105366,0.16300175,-0.18618725,0.24448128435564087,2023-11-21,25.99843718906074,84.81760143511875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.81760143511875,25.99843718906074]}"
20231121T050109_20231121T051028_T45RTJ_2_44_0,2683,2015,2260,2384,2344,3690,4.180124223602484,0.22306928,-0.21501482,0.3345761869251802,2023-11-21,25.448106128757654,84.53208012457526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.53208012457526,25.448106128757654]}"
20231121T050109_20231121T051028_T45RTK_2_0_0,3015,2348,1742,1872,1834,3144,3.0212177121771218,0.2631579,-0.25358853,0.39469719795119007,2023-11-21,26.773420213341716,84.70736223550318,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.70736223550318,26.773420213341716]}"
20231121T050109_20231121T051028_T45RTK_2_12_0,3761,2986,2086,2258,2346,3530,1.5086646279306828,0.20149761,-0.21976504,0.302220709606058,2023-11-21,26.885146141317154,84.80988023771987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.80988023771987,26.885146141317154]}"
20231121T050109_20231121T051028_T45RTK_2_17_0,3515,2857,1884,2206,2146,3623,1.5580168776371308,0.2560236,-0.24309488,0.3840020799029379,2023-11-21,26.13866287378065,84.78580128968889,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.78580128968889,26.13866287378065]}"
20231121T050109_20231121T051028_T45RTK_2_32_0,2660,1861,1732,1968,1776,3566,3.6293592862935933,0.3350805,-0.2887604,0.5025737014506317,2023-11-21,26.74423897107225,84.76755501233136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.76755501233136,26.74423897107225]}"
20231121T050109_20231121T051028_T45RTK_2_39_0,3247,2577,1950,2058,2146,3424,1.9063245823389021,0.22944345,-0.24917912,0.34413427879005476,2023-11-21,26.201708277638154,84.61933607852656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.61933607852656,26.201708277638154]}"
20231121T050109_20231121T051028_T45RUJ_2_7_0,2653,2020,1885,2024,1982,3040,3.3249528598365807,0.21067303,-0.20063192,0.3159780985564958,2023-11-21,25.90929185415298,85.17925231149755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.17925231149755,25.90929185415298]}"
20231121T050109_20231121T051028_T45RUJ_2_10_0,3033,2193,1734,1817,1772,3530,3.795336787564767,0.33157298,-0.32036656,0.49731258840169734,2023-11-21,25.899644975167085,85.00853719003544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00853719003544,25.899644975167085]}"
20231121T050109_20231121T051028_T45RUK_2_27_0,3407,2906,1866,2072,2126,3116,1.317891373801917,0.18885921,-0.20123361,0.2832618025751073,2023-11-21,26.705622720054997,85.51189613417614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.51189613417614,26.705622720054997]}"
20231123T045111_20231123T045114_T44RRN_2_2_0,3121,2211,1675,1814,1962,3656,1.4774114774114775,0.3015308,-0.3367459,0.45225594019756166,2023-11-23,25.110392004683597,84.74849862252218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74849862252218,25.110392004683597]}"
20231123T045111_20231123T045114_T44RRN_2_15_0,3662,2831,1388,1886,1794,4920,1.481516587677725,0.4655943,-0.44578314,0.6983394146995309,2023-11-23,24.78773142793995,85.03161554260646,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.03161554260646,24.78773142793995]}"
20231123T045111_20231123T045114_T44RRN_2_19_0,3394,2386,1894,2134,2368,4420,1.1595840867992766,0.30229816,-0.34879464,0.4534138616778375,2023-11-23,25.042613892193966,84.63446371941521,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63446371941521,25.042613892193966]}"
20231123T045111_20231123T045114_T44RRN_2_30_0,3542,2529,1622,2036,2176,3828,0.875,0.2751499,-0.30559346,0.4126904821383962,2023-11-23,24.929606131476618,84.63796351056507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63796351056507,24.929606131476618]}"
20231123T045111_20231123T045114_T44RRN_2_43_0,4589,3487,1844,2372,2904,4212,0.41885487383117714,0.18381113,-0.27946538,0.27569732312232137,2023-11-23,24.82698288339234,84.90503285047747,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.90503285047747,24.82698288339234]}"
20231123T045111_20231123T045114_T44RRN_2_45_0,2933,1986,1364,1606,1553,3894,1.9619510559839086,0.42977786,-0.416,0.6446076181734741,2023-11-23,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}"
20231123T045111_20231123T045114_T44RRN_2_48_0,3352,2368,1717,2062,2262,3954,0.9097752446499624,0.27220076,-0.31449467,0.40826831818547415,2023-11-23,24.976795211066857,84.62985290020244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.62985290020244,24.976795211066857]}"
20231123T045111_20231123T045114_T44RRP_2_10_0,3138,2141,1600,1698,1776,3586,2.017387427552385,0.33756062,-0.35730508,0.5062937062937063,2023-11-23,25.89964766774224,85.00849408045715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00849408045715,25.89964766774224]}"
20231123T045111_20231123T045114_T45RTH_2_2_0,3133,2218,1606,1894,1973,3688,1.2313325674899485,0.30295,-0.32139018,0.4543848803320675,2023-11-23,25.110392977465306,84.74857373563094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74857373563094,25.110392977465306]}"
20231123T045111_20231123T045114_T45RTH_2_15_0,3241,2356,1379,1935,1800,5256,1.5119433021261703,0.48979592,-0.46182728,0.7346418195989513,2023-11-23,24.78770995034834,85.03161154138597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.03161154138597,24.78770995034834]}"
20231123T045111_20231123T045114_T45RTH_2_19_0,3353,2352,1892,2148,2346,4548,1.2412626832018039,0.31940818,-0.35842294,0.47907752556385524,2023-11-23,25.042635625377436,84.63448305540332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63448305540332,25.042635625377436]}"
20231123T045111_20231123T045114_T45RTH_2_30_0,3578,2545,1584,2042,2162,3788,0.8328211432083589,0.2732773,-0.29948542,0.4098815225611293,2023-11-23,24.929593007845224,84.6379330931922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6379330931922,24.929593007845224]}"
20231123T045111_20231123T045114_T45RTH_2_43_0,4887,3764,1756,2226,2710,4108,0.4854840950131962,0.20504546,-0.29712662,0.30754564786976607,2023-11-23,24.82697615906361,84.90506623201334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.90506623201334,24.82697615906361]}"
20231123T045111_20231123T045114_T45RTH_2_45_0,2942,1997,1314,1646,1546,3930,1.7780429594272076,0.43535426,-0.40961263,0.652971788551082,2023-11-23,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}"
20231123T045111_20231123T045114_T45RTH_2_48_0,3516,2460,1784,2078,2300,3874,0.9161816065192084,0.25494006,-0.30174732,0.38237914001133694,2023-11-23,24.976852680933213,84.62990100252732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.62990100252732,24.976852680933213]}"
20231123T045111_20231123T045114_T45RTJ_2_10_0,3161,2218,1550,1711,1794,3508,1.6182024169184288,0.32327422,-0.34431884,0.4848656294200849,2023-11-23,25.899644975167085,85.00853719003544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00853719003544,25.899644975167085]}"
20231123T045111_20231123T045114_T45RUH_2_15_0,3135,2356,2250,2448,2284,4584,4.066478076379067,0.33488643,-0.30375427,0.502293077091068,2023-11-23,24.78770995034834,85.03161154138597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.03161154138597,24.78770995034834]}"
20231123T045111_20231123T045114_T45RUH_2_16_0,3839,3191,2040,2230,2448,3098,0.6533976678729393,0.11720159,-0.16291292,0.175786532047237,2023-11-23,25.299303730950914,85.68922558546221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.68922558546221,25.299303730950914]}"
20231123T045111_20231123T045114_T45RUH_2_24_0,4600,3784,2124,2340,2578,3580,0.8031420327027894,0.16271517,-0.20945945,0.2440529349679305,2023-11-23,25.004128654816142,85.82941266326443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.82941266326443,25.004128654816142]}"
20231123T045111_20231123T045114_T45RUH_2_35_0,4239,3522,2160,2300,2434,3496,1.3966333508679643,0.17908938,-0.20634921,0.26861141556361184,2023-11-23,24.89651322225655,85.32109719239186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.32109719239186,24.89651322225655]}"
20231123T045111_20231123T045114_T45RUH_2_36_0,5215,4217,2374,2604,3072,4184,0.5777223607647548,0.15325248,-0.23276371,0.22986288155446838,2023-11-23,24.728382608659693,85.50753287459847,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.50753287459847,24.728382608659693]}"
20231123T045111_20231123T045114_T45RUJ_2_7_0,2627,2117,2326,2376,2298,3120,-3.8339552238805967,0.1517165,-0.13537118,0.22755375103811015,2023-11-23,25.90929185415298,85.17925231149755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.17925231149755,25.90929185415298]}"
20231123T045111_20231123T045114_T45RUJ_2_8_0,3637,3120,2258,2400,2418,3416,2.5202020202020203,0.17106616,-0.17469051,0.25657725597737596,2023-11-23,25.9678651401917,85.71686242447636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.71686242447636,25.9678651401917]}"
20231123T045111_20231123T045114_T45RUJ_2_10_0,3048,2219,2318,2320,2252,3452,-7.142857142857143,0.21037868,-0.19611919,0.3155403628714173,2023-11-23,25.899644975167085,85.00853719003544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00853719003544,25.899644975167085]}"
